time,Q1,Q2,T1,T2,Tp
2734.5,30,0,299.879,297.305,297.891
2735,30,0,299.9,297.321,297.874
2735.5,30,0,299.886,297.28,297.85
2736,30,0,299.877,297.249,297.833
2736.5,30,0,299.858,297.274,297.87
2737,30,0,299.845,297.294,297.898
2737.5,30,0,299.813,297.295,297.899
2738,30,0,299.789,297.296,297.9
2738.5,30,0,299.808,297.333,297.904
2739,30,0,299.824,297.361,297.906
2739.5,30,0,299.805,297.333,297.876
2740,30,0,299.791,297.312,297.853
2740.5,30,0,299.814,297.308,297.855
2741,30,0,299.833,297.306,297.856
2741.5,30,0,299.843,297.307,297.822
2742,30,0,299.85,297.308,297.795
2742.5,30,0,299.862,297.285,297.788
2743,30,0,299.873,297.268,297.783
2743.5,30,0,299.867,297.288,297.838
2744,30,0,299.862,297.303,297.881
2744.5,30,0,299.875,297.31,297.892
2745,30,0,299.885,297.314,297.902
2745.5,30,0,299.871,297.289,297.886
2746,30,0,299.86,297.268,297.875
2746.5,30,0,299.874,297.279,297.893
2747,30,0,299.885,297.29,297.908
2747.5,30,0,299.9,297.252,297.903
2748,30,0,299.912,297.223,297.898
2748.5,30,0,299.891,297.264,297.926
2749,30,0,299.877,297.296,297.948
2749.5,30,0,299.871,297.358,297.944
2750,30,0,299.867,297.407,297.942
2750.5,30,0,299.852,297.422,297.928
2751,30,0,299.841,297.433,297.919
2751.5,30,0,299.867,297.43,297.931
2752,30,0,299.888,297.428,297.942
2752.5,30,0,299.862,297.419,297.927
2753,30,0,299.843,297.412,297.917
2753.5,30,0,299.851,297.378,297.914
2754,30,0,299.857,297.352,297.91
2754.5,30,0,299.874,297.351,297.896
2755,30,0,299.886,297.35,297.883
2755.5,30,0,299.919,297.34,297.834
2756,30,0,299.945,297.332,297.795
2756.5,30,0,299.922,297.332,297.797
2757,30,0,299.904,297.33,297.798
2757.5,30,0,299.924,297.306,297.852
2758,30,0,299.94,297.288,297.892
2758.5,30,0,299.921,297.281,297.87
2759,30,0,299.906,297.277,297.853
2759.5,30,0,299.907,297.257,297.91
2760,30,0,299.908,297.241,297.955
2760.5,30,0,299.916,297.26,297.927
2761,30,0,299.923,297.273,297.906
2761.5,30,0,299.917,297.305,297.919
2762,30,0,299.913,297.33,297.928
2762.5,30,0,299.907,297.344,297.898
2763,30,0,299.904,297.356,297.875
2763.5,30,0,299.884,297.358,297.878
2764,30,0,299.869,297.362,297.881
2764.5,30,0,299.869,297.379,297.878
2765,30,0,299.871,297.394,297.877
2765.5,30,0,299.847,297.41,297.916
2766,30,0,299.829,297.422,297.948
2766.5,30,0,299.832,297.389,297.933
2767,30,0,299.833,297.363,297.922
2767.5,30,0,299.827,297.373,297.892
2768,30,0,299.822,297.379,297.869
2768.5,30,0,299.849,297.346,297.903
2769,30,0,299.871,297.321,297.931
2769.5,30,0,299.921,297.31,297.91
2770,30,0,299.961,297.301,297.896
2770.5,30,0,299.994,297.327,297.886
2771,30,0,300.02,297.347,297.878
2771.5,30,0,299.965,297.372,297.876
2772,30,0,299.923,297.39,297.875
2772.5,30,0,299.895,297.367,297.866
2773,30,0,299.873,297.349,297.859
2773.5,30,0,299.875,297.333,297.903
2774,30,0,299.877,297.321,297.936
2774.5,30,0,299.884,297.346,297.932
2775,30,0,299.89,297.366,297.93
2775.5,30,0,299.865,297.378,297.914
2776,30,0,299.845,297.388,297.902
2776.5,30,0,299.844,297.389,297.91
2777,30,0,299.844,297.39,297.917
2777.5,30,0,299.838,297.393,297.896
2778,30,0,299.833,297.394,297.878
2778.5,30,0,299.83,297.371,297.913
2779,30,0,299.828,297.351,297.941
2779.5,30,0,299.832,297.373,297.936
2780,30,0,299.834,297.39,297.932
2780.5,30,0,299.895,297.366,297.942
2781,30,0,299.941,297.347,297.95
2781.5,30,0,299.919,297.328,297.966
2782,30,0,299.901,297.312,297.98
2782.5,30,0,299.901,297.339,298.036
2783,30,0,299.901,297.36,298.081
2783.5,30,0,299.893,297.382,298.051
2784,30,0,299.886,297.399,298.029
2784.5,30,0,299.872,297.38,297.98
2785,30,0,299.861,297.367,297.942
2785.5,30,0,299.883,297.369,297.97
2786,30,0,299.901,297.371,297.992
2786.5,30,0,299.896,297.355,297.979
2787,30,0,299.893,297.343,297.969
2787.5,30,0,299.879,297.333,297.947
2788,30,0,299.869,297.325,297.931
2788.5,30,0,299.855,297.325,297.959
2789,30,0,299.844,297.325,297.982
2789.5,30,0,299.926,297.271,298.005
2790,30,0,299.989,297.228,298.025
2790.5,30,0,299.968,297.256,298.01
2791,30,0,299.954,297.278,297.998
2791.5,30,0,299.929,297.263,297.969
2792,30,0,299.911,297.251,297.946
2792.5,30,0,299.908,297.253,297.963
2793,30,0,299.907,297.258,297.976
2793.5,30,0,299.896,297.329,297.988
2794,30,0,299.888,297.384,297.998
2794.5,30,0,299.939,297.356,298.009
2795,30,0,299.979,297.334,298.018
2795.5,30,0,299.963,297.351,298.027
2796,30,0,299.95,297.365,298.035
2796.5,30,0,299.952,297.371,298.021
2797,30,0,299.955,297.375,298.011
2797.5,30,0,299.948,297.385,298.007
2798,30,0,299.943,297.394,298.003
2798.5,30,0,299.933,297.372,297.963
2799,30,0,299.926,297.354,297.932
2799.5,30,0,299.924,297.333,297.979
2800,30,0,299.924,297.316,298.015
2800.5,30,0,299.924,297.336,298.041
2801,30,0,299.923,297.352,298.062
2801.5,30,0,299.886,297.395,298.044
2802,30,0,299.858,297.428,298.03
2802.5,30,0,299.896,297.426,298.009
2803,30,0,299.926,297.426,297.993
2803.5,30,0,299.966,297.39,297.97
2804,30,0,299.996,297.363,297.95
2804.5,30,0,299.988,297.417,297.979
2805,30,0,299.98,297.46,297.999
2805.5,30,0,299.965,297.448,297.99
2806,30,0,299.952,297.438,297.981
2806.5,30,0,299.99,297.451,297.959
2807,30,0,300.018,297.463,297.941
2807.5,30,0,300.039,297.494,297.972
2808,30,0,300.054,297.517,297.997
2808.5,30,0,300.04,297.457,297.982
2809,30,0,300.029,297.411,297.971
2809.5,30,0,300.035,297.41,297.994
2810,30,0,300.04,297.408,298.013
2810.5,30,0,300,297.395,298.008
2811,30,0,299.968,297.384,298.005
2811.5,30,0,299.98,297.407,297.975
2812,30,0,299.989,297.426,297.952
2812.5,30,0,300.009,297.435,297.959
2813,30,0,300.023,297.444,297.964
2813.5,30,0,300.06,297.437,297.961
2814,30,0,300.088,297.43,297.959
2814.5,30,0,300.057,297.438,297.972
2815,30,0,300.034,297.444,297.985
2815.5,30,0,300.009,297.434,298.007
2816,30,0,299.989,297.428,298.024
2816.5,30,0,299.951,297.438,298.021
2817,30,0,299.923,297.446,298.019
2817.5,30,0,299.938,297.433,298.027
2818,30,0,299.95,297.423,298.033
2818.5,30,0,299.918,297.405,297.998
2819,30,0,299.894,297.39,297.97
2819.5,30,0,299.897,297.405,297.952
2820,30,0,299.9,297.416,297.937
2820.5,30,0,299.917,297.401,297.959
2821,30,0,299.93,297.39,297.976
2821.5,30,0,299.933,297.4,297.953
2822,30,0,299.935,297.408,297.936
2822.5,30,0,299.927,297.413,297.936
2823,30,0,299.919,297.416,297.935
2823.5,30,0,299.943,297.375,297.981
2824,30,0,299.962,297.345,298.016
2824.5,30,0,299.962,297.357,298.025
2825,30,0,299.963,297.367,298.032
2825.5,30,0,299.962,297.356,298.014
2826,30,0,299.962,297.347,298
2826.5,30,0,299.958,297.35,298.014
2827,30,0,299.955,297.352,298.025
2827.5,30,0,299.927,297.366,298.013
2828,30,0,299.905,297.377,298.003
2828.5,30,0,299.88,297.368,297.98
2829,30,0,299.861,297.362,297.961
2829.5,30,0,299.861,297.39,297.983
2830,30,0,299.861,297.412,298
2830.5,30,0,299.865,297.406,298.011
2831,30,0,299.867,297.401,298.02
2831.5,30,0,299.897,297.406,298.003
2832,30,0,299.921,297.41,297.991
2832.5,30,0,299.94,297.401,298.007
2833,30,0,299.955,297.394,298.02
2833.5,30,0,299.928,297.407,297.998
2834,30,0,299.908,297.417,297.981
2834.5,30,0,299.952,297.434,298.013
2835,30,0,299.988,297.448,298.037
2835.5,30,0,300.032,297.419,298.02
2836,30,0,300.066,297.397,298.007
2836.5,30,0,300.049,297.377,297.987
2837,30,0,300.035,297.361,297.972
2837.5,30,0,300.012,297.38,297.985
2838,30,0,299.994,297.395,297.993
2838.5,30,0,299.999,297.401,297.961
2839,30,0,300.002,297.405,297.937
2839.5,30,0,299.976,297.422,297.959
2840,30,0,299.956,297.435,297.976
2840.5,30,0,299.948,297.451,297.982
2841,30,0,299.943,297.465,297.987
2841.5,30,0,299.939,297.429,297.98
2842,30,0,299.935,297.401,297.974
2842.5,30,0,299.954,297.437,297.947
2843,30,0,299.968,297.463,297.926
2843.5,30,0,299.977,297.454,297.958
2844,30,0,299.984,297.446,297.982
2844.5,30,0,299.954,297.477,298
2845,30,0,299.929,297.501,298.014
2845.5,30,0,299.962,297.477,298.013
2846,30,0,299.987,297.457,298.01
2846.5,30,0,299.973,297.455,298.064
2847,30,0,299.963,297.454,298.105
2847.5,30,0,299.976,297.457,298.085
2848,30,0,299.987,297.461,298.068
2848.5,30,0,299.98,297.457,298.051
2849,30,0,299.977,297.454,298.037
2849.5,30,0,300.001,297.49,298.081
2850,30,0,300.021,297.518,298.115
2850.5,30,0,299.995,297.523,298.079
2851,30,0,299.976,297.528,298.049
2851.5,30,0,299.919,297.496,298.037
2852,30,0,299.875,297.472,298.027
2852.5,30,0,299.894,297.467,298.042
2853,30,0,299.908,297.463,298.054
2853.5,30,0,299.945,297.462,298.063
2854,30,0,299.972,297.461,298.07
2854.5,30,0,299.966,297.462,298.03
2855,30,0,299.96,297.463,297.999
2855.5,30,0,299.973,297.48,298.038
2856,30,0,299.984,297.493,298.069
2856.5,30,0,299.994,297.445,298.057
2857,30,0,300.002,297.407,298.047
2857.5,30,0,300.004,297.413,298.037
2858,30,0,300.004,297.419,298.03
2858.5,30,0,300.013,297.406,298.076
2859,30,0,300.022,297.396,298.115
2859.5,30,0,300.005,297.383,298.096
2860,30,0,299.993,297.371,298.081
2860.5,30,0,300.005,297.379,298.046
2861,30,0,300.016,297.386,298.019
2861.5,30,0,299.984,297.399,297.985
2862,30,0,299.958,297.408,297.958
2862.5,30,0,300,297.438,297.964
2863,30,0,300.032,297.462,297.968
2863.5,30,0,300.044,297.477,297.987
2864,30,0,300.052,297.488,298.003
2864.5,30,0,300.042,297.472,297.982
2865,30,0,300.032,297.46,297.966
2865.5,30,0,300.065,297.469,297.969
2866,30,0,300.09,297.476,297.97
2866.5,30,0,300.062,297.479,297.983
2867,30,0,300.04,297.483,297.994
2867.5,30,0,300.04,297.479,298.003
2868,30,0,300.04,297.476,298.01
2868.5,30,0,300.068,297.521,298.044
2869,30,0,300.09,297.555,298.071
2869.5,30,0,300.071,297.527,298.043
2870,30,0,300.055,297.505,298.02
2870.5,30,0,300.034,297.511,297.972
2871,30,0,300.017,297.516,297.935
2871.5,30,0,300.045,297.507,297.938
2872,30,0,300.068,297.501,297.941
2872.5,30,0,300.072,297.495,297.957
2873,30,0,300.074,297.49,297.97
2873.5,30,0,300.033,297.449,298.035
2874,30,0,300.001,297.417,298.087
2874.5,30,0,300.04,297.412,298.082
2875,30,0,300.071,297.41,298.08
2875.5,30,0,300.084,297.449,298.04
2876,30,0,300.095,297.479,298.009
2876.5,30,0,300.105,297.49,298.024
2877,30,0,300.111,297.5,298.036
2877.5,30,0,300.092,297.491,298.036
2878,30,0,300.076,297.485,298.035
2878.5,30,0,300.079,297.473,298.059
2879,30,0,300.082,297.463,298.077
2879.5,30,0,300.024,297.426,298.093
2880,30,0,299.98,297.396,298.107
2880.5,30,0,299.991,297.423,298.092
2881,30,0,300,297.444,298.08
2881.5,30,0,299.987,297.449,298.093
2882,30,0,299.977,297.452,298.103
2882.5,30,0,299.966,297.434,298.094
2883,30,0,299.958,297.421,298.088
2883.5,30,0,299.943,297.465,298.08
2884,30,0,299.932,297.5,298.073
2884.5,30,0,299.966,297.505,298.068
2885,30,0,299.994,297.507,298.065
2885.5,30,0,300.035,297.511,298.071
2886,30,0,300.068,297.513,298.076
2886.5,30,0,300.063,297.48,298.071
2887,30,0,300.06,297.455,298.068
2887.5,30,0,300.042,297.417,298.063
2888,30,0,300.028,297.388,298.059
2888.5,30,0,300.034,297.386,298.048
2889,30,0,300.039,297.385,298.038
2889.5,30,0,300.021,297.345,298.042
2890,30,0,300.007,297.314,298.044
2890.5,30,0,300.048,297.382,298.054
2891,30,0,300.079,297.433,298.063
2891.5,30,0,300.118,297.461,298.066
2892,30,0,300.149,297.482,298.069
2892.5,30,0,300.126,297.474,298.049
2893,30,0,300.109,297.471,298.033
2893.5,30,0,300.066,297.491,298.085
2894,30,0,300.032,297.507,298.125
2894.5,30,0,300.009,297.484,298.121
2895,30,0,299.991,297.466,298.118
2895.5,30,0,300.004,297.444,298.093
2896,30,0,300.013,297.427,298.074
2896.5,30,0,300.034,297.432,298.071
2897,30,0,300.05,297.435,298.069
2897.5,30,0,300.034,297.461,297.999
2898,30,0,300.022,297.482,297.946
2898.5,30,0,300.044,297.476,297.941
2899,30,0,300.061,297.471,297.937
2899.5,30,0,300.084,297.451,297.971
2900,30,0,300.101,297.435,297.999
2900.5,30,0,300.076,297.421,297.997
2901,30,0,300.055,297.411,297.996
2901.5,30,0,300.084,297.432,298.052
2902,30,0,300.106,297.448,298.096
2902.5,30,0,300.114,297.419,298.102
2903,30,0,300.12,297.399,298.107
2903.5,30,0,300.079,297.463,298.07
2904,30,0,300.049,297.513,298.042
2904.5,30,0,300.033,297.489,298.06
2905,30,0,300.02,297.471,298.075
2905.5,30,0,300.033,297.502,298.068
2906,30,0,300.043,297.526,298.062
2906.5,30,0,300.067,297.543,298.066
2907,30,0,300.085,297.557,298.07
2907.5,30,0,300.051,297.54,298.046
2908,30,0,300.024,297.528,298.026
2908.5,30,0,300.045,297.524,297.998
2909,30,0,300.061,297.522,297.976
2909.5,30,0,300.087,297.512,298.005
2910,30,0,300.106,297.505,298.027
2910.5,30,0,300.111,297.509,298.022
2911,30,0,300.115,297.511,298.019
2911.5,30,0,300.074,297.487,298.048
2912,30,0,300.044,297.468,298.073
2912.5,30,0,300.084,297.477,298.09
2913,30,0,300.115,297.483,298.104
2913.5,30,0,300.105,297.469,298.07
2914,30,0,300.096,297.458,298.044
2914.5,30,0,300.073,297.504,298.029
2915,30,0,300.054,297.539,298.018
2915.5,30,0,300.012,297.545,298.053
2916,30,0,299.979,297.55,298.081
2916.5,30,0,300.001,297.545,298.091
2917,30,0,300.018,297.542,298.098
2917.5,30,0,300.033,297.507,298.112
2918,30,0,300.043,297.482,298.121
2918.5,30,0,300.074,297.491,298.13
2919,30,0,300.099,297.5,298.136
2919.5,30,0,300.092,297.505,298.153
2920,30,0,300.085,297.51,298.165
2920.5,30,0,300.084,297.523,298.107
2921,30,0,300.083,297.534,298.062
2921.5,30,0,300.07,297.518,298.04
2922,30,0,300.06,297.506,298.024
2922.5,30,0,300.028,297.477,298.062
2923,30,0,300.004,297.454,298.091
2923.5,30,0,299.989,297.479,298.129
2924,30,0,299.977,297.499,298.158
2924.5,30,0,299.982,297.473,298.157
2925,30,0,299.985,297.452,298.156
2925.5,30,0,300.009,297.483,298.16
2926,30,0,300.026,297.505,298.165
2926.5,30,0,300.001,297.51,298.18
2927,30,0,299.982,297.513,298.192
2927.5,30,0,300.022,297.485,298.17
2928,30,0,300.054,297.465,298.153
2928.5,30,0,300.049,297.476,298.094
2929,30,0,300.045,297.484,298.049
2929.5,30,0,300.074,297.498,298.036
2930,30,0,300.098,297.509,298.025
2930.5,30,0,300.088,297.501,298.018
2931,30,0,300.079,297.496,298.011
2931.5,30,0,300.111,297.485,298.014
2932,30,0,300.137,297.477,298.015
2932.5,30,0,300.138,297.466,298.036
2933,30,0,300.138,297.456,298.053
2933.5,30,0,300.11,297.477,298.074
2934,30,0,300.088,297.494,298.09
2934.5,30,0,300.052,297.489,298.075
2935,30,0,300.026,297.484,298.063
2935.5,30,0,300.05,297.483,298.083
2936,30,0,300.068,297.482,298.099
2936.5,30,0,300.046,297.455,298.113
2937,30,0,300.029,297.434,298.125
2937.5,30,0,300.032,297.407,298.11
2938,30,0,300.039,297.385,298.098
2938.5,30,0,300.051,297.438,298.12
2939,30,0,300.062,297.478,298.137
2939.5,30,0,300.065,297.487,298.143
2940,30,0,300.068,297.493,298.148
2940.5,30,0,300.065,297.489,298.138
2941,30,0,300.062,297.487,298.13
2941.5,30,0,300.063,297.517,298.096
2942,30,0,300.065,297.54,298.07
2942.5,30,0,300.027,297.521,298.062
2943,30,0,299.999,297.506,298.055
2943.5,30,0,300.07,297.531,298.066
2944,30,0,300.126,297.55,298.074
2944.5,30,0,300.162,297.512,298.103
2945,30,0,300.19,297.482,298.125
2945.5,30,0,300.177,297.482,298.113
2946,30,0,300.167,297.482,298.104
2946.5,30,0,300.162,297.504,298.058
2947,30,0,300.159,297.526,298.021
2947.5,30,0,300.149,297.545,298.06
2948,30,0,300.14,297.561,298.09
2948.5,30,0,300.164,297.548,298.071
2949,30,0,300.181,297.538,298.057
2949.5,30,0,300.148,297.567,298.074
2950,30,0,300.123,297.59,298.087
2950.5,30,0,300.103,297.612,298.06
2951,30,0,300.087,297.628,298.04
2951.5,30,0,300.065,297.605,298.065
2952,30,0,300.048,297.587,298.085
2952.5,30,0,300.1,297.59,298.091
2953,30,0,300.14,297.593,298.094
2953.5,30,0,300.106,297.555,298.121
2954,30,0,300.081,297.526,298.142
2954.5,30,0,300.076,297.522,298.148
2955,30,0,300.071,297.52,298.153
2955.5,30,0,300.089,297.494,298.186
2956,30,0,300.104,297.474,298.212
2956.5,30,0,300.09,297.523,298.158
2957,30,0,300.079,297.56,298.116
2957.5,30,0,300.081,297.567,298.115
2958,30,0,300.082,297.573,298.113
2958.5,30,0,300.131,297.55,298.135
2959,30,0,300.167,297.532,298.151
2959.5,30,0,300.129,297.554,298.17
2960,30,0,300.099,297.571,298.185
2960.5,30,0,300.089,297.567,298.163
2961,30,0,300.082,297.565,298.146
2961.5,30,0,300.118,297.539,298.145
2962,30,0,300.146,297.52,298.142
2962.5,30,0,300.129,297.494,298.138
2963,30,0,300.117,297.474,298.135
2963.5,30,0,300.098,297.506,298.163
2964,30,0,300.084,297.532,298.185
2964.5,30,0,300.081,297.543,298.174
2965,30,0,300.078,297.55,298.167
2965.5,30,0,300.083,297.538,298.145
2966,30,0,300.088,297.528,298.129
2966.5,30,0,300.127,297.502,298.102
2967,30,0,300.156,297.482,298.082
2967.5,30,0,300.167,297.513,298.073
2968,30,0,300.176,297.539,298.066
2968.5,30,0,300.145,297.555,298.129
2969,30,0,300.122,297.566,298.177
2969.5,30,0,300.122,297.577,298.18
2970,30,0,300.122,297.585,298.184
2970.5,30,0,300.137,297.596,298.148
2971,30,0,300.148,297.605,298.121
2971.5,30,0,300.156,297.604,298.12
2972,30,0,300.162,297.604,298.12
2972.5,30,0,300.134,297.625,298.086
2973,30,0,300.112,297.642,298.059
2973.5,30,0,300.116,297.64,298.113
2974,30,0,300.117,297.64,298.154
2974.5,30,0,300.105,297.617,298.142
2975,30,0,300.096,297.599,298.132
2975.5,30,0,300.122,297.604,298.129
2976,30,0,300.143,297.606,298.127
2976.5,30,0,300.085,297.627,298.116
2977,30,0,300.042,297.644,298.109
2977.5,30,0,300.07,297.625,298.157
2978,30,0,300.093,297.61,298.195
2978.5,30,0,300.074,297.584,298.152
2979,30,0,300.061,297.563,298.12
2979.5,30,0,300.048,297.561,298.098
2980,30,0,300.038,297.559,298.081
2980.5,30,0,300.059,297.526,298.114
2981,30,0,300.076,297.499,298.141
2981.5,30,0,300.099,297.509,298.141
2982,30,0,300.117,297.516,298.142
2982.5,30,0,300.101,297.532,298.131
2983,30,0,300.089,297.544,298.123
2983.5,30,0,300.072,297.55,298.153
2984,30,0,300.06,297.554,298.177
2984.5,30,0,300.087,297.563,298.146
2985,30,0,300.107,297.57,298.12
2985.5,30,0,300.109,297.582,298.119
2986,30,0,300.11,297.59,298.118
2986.5,30,0,300.088,297.57,298.154
2987,30,0,300.071,297.552,298.182
2987.5,30,0,300.099,297.544,298.169
2988,30,0,300.12,297.538,298.158
2988.5,30,0,300.078,297.574,298.158
2989,30,0,300.046,297.604,298.158
2989.5,30,0,300.05,297.582,298.167
2990,30,0,300.052,297.565,298.174
2990.5,30,0,300.062,297.537,298.17
2991,30,0,300.07,297.515,298.168
2991.5,30,0,300.076,297.521,298.121
2992,30,0,300.081,297.524,298.085
2992.5,30,0,300.061,297.522,298.135
2993,30,0,300.046,297.52,298.174
2993.5,30,0,300.013,297.521,298.206
2994,30,0,299.988,297.521,298.229
2994.5,30,0,300.004,297.509,298.18
2995,30,0,300.017,297.5,298.141
2995.5,30,0,300.056,297.488,298.142
2996,30,0,300.087,297.478,298.142
2996.5,30,0,300.092,297.518,298.116
2997,30,0,300.096,297.551,298.096
2997.5,30,0,300.148,297.557,298.109
2998,30,0,300.189,297.562,298.119
2998.5,30,0,300.184,297.581,298.113
2999,30,0,300.181,297.595,298.107
2999.5,30,0,300.167,297.604,298.156
3000,30,0,300.157,297.611,298.195
3000.5,30,0,300.137,297.573,298.188
3001,30,0,300.121,297.545,298.182
3001.5,30,0,300.159,297.563,298.173
3002,30,0,300.188,297.578,298.165
3002.5,30,0,300.179,297.563,298.175
3003,30,0,300.173,297.552,298.182
3003.5,30,0,300.198,297.518,298.163
3004,30,0,300.216,297.493,298.148
3004.5,30,0,300.215,297.5,298.159
3005,30,0,300.215,297.506,298.168
3005.5,30,0,300.225,297.512,298.149
3006,30,0,300.232,297.518,298.135
3006.5,30,0,300.223,297.531,298.151
3007,30,0,300.216,297.54,298.163
3007.5,30,0,300.228,297.55,298.135
3008,30,0,300.238,297.557,298.113
3008.5,30,0,300.227,297.54,298.11
3009,30,0,300.219,297.527,298.108
3009.5,30,0,300.192,297.527,298.087
3010,30,0,300.171,297.527,298.071
3010.5,30,0,300.137,297.545,298.099
3011,30,0,300.11,297.56,298.12
3011.5,30,0,300.134,297.578,298.114
3012,30,0,300.154,297.594,298.109
3012.5,30,0,300.126,297.579,298.105
3013,30,0,300.104,297.568,298.102
3013.5,30,0,300.118,297.592,298.105
3014,30,0,300.131,297.611,298.109
3014.5,30,0,300.114,297.64,298.124
3015,30,0,300.1,297.664,298.136
3015.5,30,0,300.117,297.644,298.171
3016,30,0,300.129,297.628,298.199
3016.5,30,0,300.127,297.629,298.153
3017,30,0,300.126,297.629,298.118
3017.5,30,0,300.128,297.628,298.148
3018,30,0,300.129,297.626,298.173
3018.5,30,0,300.142,297.618,298.175
3019,30,0,300.153,297.612,298.177
3019.5,30,0,300.149,297.599,298.135
3020,30,0,300.148,297.588,298.102
3020.5,30,0,300.16,297.604,298.124
3021,30,0,300.168,297.617,298.141
3021.5,30,0,300.145,297.576,298.145
3022,30,0,300.128,297.543,298.147
3022.5,30,0,300.127,297.559,298.126
3023,30,0,300.126,297.571,298.109
3023.5,30,0,300.132,297.589,298.071
3024,30,0,300.137,297.603,298.041
3024.5,30,0,300.117,297.593,298.069
3025,30,0,300.104,297.585,298.092
3025.5,30,0,300.111,297.582,298.109
3026,30,0,300.118,297.578,298.124
3026.5,30,0,300.139,297.559,298.12
3027,30,0,300.154,297.544,298.121
3027.5,30,0,300.172,297.559,298.132
3028,30,0,300.186,297.571,298.141
3028.5,30,0,300.201,297.54,298.158
3029,30,0,300.215,297.517,298.17
3029.5,30,0,300.209,297.535,298.192
3030,30,0,300.204,297.55,298.209
3030.5,30,0,300.217,297.538,298.204
3031,30,0,300.227,297.529,298.201
3031.5,30,0,300.204,297.565,298.203
3032,30,0,300.186,297.593,298.204
3032.5,30,0,300.186,297.595,298.186
3033,30,0,300.186,297.598,298.173
3033.5,30,0,300.192,297.604,298.213
3034,30,0,300.197,297.609,298.246
3034.5,30,0,300.14,297.599,298.256
3035,30,0,300.096,297.592,298.264
3035.5,30,0,300.095,297.578,298.258
3036,30,0,300.095,297.568,298.253
3036.5,30,0,300.129,297.593,298.236
3037,30,0,300.157,297.611,298.223
3037.5,30,0,300.146,297.595,298.201
3038,30,0,300.137,297.582,298.184
3038.5,30,0,300.12,297.584,298.228
3039,30,0,300.106,297.585,298.262
3039.5,30,0,300.112,297.576,298.282
3040,30,0,300.116,297.567,298.298
3040.5,30,0,300.123,297.568,298.264
3041,30,0,300.129,297.568,298.237
3041.5,30,0,300.111,297.594,298.206
3042,30,0,300.096,297.614,298.182
3042.5,30,0,300.12,297.627,298.197
3043,30,0,300.138,297.639,298.209
3043.5,30,0,300.122,297.622,298.248
3044,30,0,300.111,297.609,298.28
3044.5,30,0,300.134,297.592,298.3
3045,30,0,300.153,297.577,298.314
3045.5,30,0,300.139,297.589,298.279
3046,30,0,300.128,297.599,298.251
3046.5,30,0,300.145,297.581,298.19
3047,30,0,300.159,297.566,298.142
3047.5,30,0,300.167,297.563,298.171
3048,30,0,300.173,297.562,298.195
3048.5,30,0,300.156,297.527,298.179
3049,30,0,300.143,297.5,298.165
3049.5,30,0,300.133,297.522,298.153
3050,30,0,300.125,297.54,298.142
3050.5,30,0,300.159,297.554,298.123
3051,30,0,300.186,297.563,298.108
3051.5,30,0,300.114,297.546,298.129
3052,30,0,300.059,297.533,298.146
3052.5,30,0,300.051,297.516,298.126
3053,30,0,300.045,297.504,298.112
3053.5,30,0,300.071,297.518,298.102
3054,30,0,300.092,297.529,298.094
3054.5,30,0,300.109,297.571,298.104
3055,30,0,300.123,297.604,298.112
3055.5,30,0,300.121,297.562,298.116
3056,30,0,300.12,297.531,298.12
3056.5,30,0,300.145,297.543,298.131
3057,30,0,300.167,297.552,298.14
3057.5,30,0,300.197,297.559,298.14
3058,30,0,300.221,297.562,298.141
3058.5,30,0,300.233,297.577,298.148
3059,30,0,300.243,297.588,298.153
3059.5,30,0,300.195,297.579,298.157
3060,30,0,300.159,297.573,298.16
3060.5,30,0,300.195,297.623,298.184
3061,30,0,300.223,297.662,298.202
3061.5,30,0,300.184,297.688,298.232
3062,30,0,300.154,297.708,298.257
3062.5,30,0,300.161,297.692,298.26
3063,30,0,300.167,297.679,298.264
3063.5,30,0,300.195,297.661,298.268
3064,30,0,300.217,297.648,298.271
3064.5,30,0,300.195,297.649,298.248
3065,30,0,300.178,297.653,298.23
3065.5,30,0,300.164,297.671,298.251
3066,30,0,300.151,297.687,298.267
3066.5,30,0,300.171,297.637,298.243
3067,30,0,300.187,297.599,298.224
3067.5,30,0,300.164,297.626,298.25
3068,30,0,300.145,297.648,298.269
3068.5,30,0,300.154,297.615,298.269
3069,30,0,300.161,297.59,298.269
3069.5,30,0,300.143,297.582,298.242
3070,30,0,300.128,297.577,298.22
3070.5,30,0,300.106,297.62,298.215
3071,30,0,300.088,297.653,298.21
3071.5,30,0,300.104,297.656,298.208
3072,30,0,300.116,297.66,298.207
3072.5,30,0,300.15,297.657,298.22
3073,30,0,300.177,297.656,298.23
3073.5,30,0,300.131,297.626,298.206
3074,30,0,300.094,297.601,298.187
3074.5,30,0,300.126,297.6,298.195
3075,30,0,300.15,297.598,298.201
3075.5,30,0,300.17,297.631,298.199
3076,30,0,300.184,297.656,298.198
3076.5,30,0,300.201,297.617,298.214
3077,30,0,300.214,297.587,298.225
3077.5,30,0,300.234,297.612,298.224
3078,30,0,300.249,297.633,298.223
3078.5,30,0,300.259,297.645,298.184
3079,30,0,300.267,297.654,298.154
3079.5,30,0,300.272,297.628,298.173
3080,30,0,300.277,297.607,298.187
3080.5,30,0,300.254,297.633,298.184
3081,30,0,300.236,297.653,298.18
3081.5,30,0,300.243,297.635,298.182
3082,30,0,300.249,297.622,298.185
3082.5,30,0,300.232,297.637,298.212
3083,30,0,300.219,297.648,298.231
3083.5,30,0,300.244,297.64,298.191
